Código;DESCRIÇÃO;Saldo ideal;Und.;Origem;1º bimestre;2º bimestre;3º bimestre;4º bimestre;5º bimestre;6º bimestre;TOTAL;desc red;;;;;;;;;;;;;;;;;;;
15880;MANTA DE POLIPROPILENO, Tamanho:  90 x 90 cm ( +- 5 cm), Produto: 100% em 03 camadas ( SMS),      Gramatura Mínima:  55 g/m2, Uso: único,  não estéril, composta por 03 camadas ( SMS) soldadas termicamente, sendo as 2 ( duas ) camadas externas de spunbond e 1 ( uma ) camada interna de meltblown, as camadas de spunbond deverão oferecer hidrorepelência, maleabilidade, resistência ao manuseio contra rasgos e não liberar fibras e partículas, a camada de meltblown deverá oferecer barreira microbiológica, Características Adicionais: assegurada por laudo de eficiência de filtração bacteriana ( BFE ), a manta é indicaca como embalagem para artigos a serem submetiddos e esterilizados por gás formaldeído ou vapor saturado sob pressão ou peróxido de hidrogênio, devendo ser permeável aos agentes esterilizantes, atóxica, antiestática e maleável para permitir o fechamento adequado do pacote, Cor: azul ou verde, Apresentação: acondicionadas em caixas de papelão com 100 ou 200 unidades.;R$ 50.000,00;FL;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;MANTA DE POLIPROPILENO;;;;;;;;;;;;;;;;;;;
15881;MANTA DE POLIPROPILENO, Tamanho:  100 x 100 cm ( +- 5 cm), Produto: 100% em 03 camadas ( SMS),   Gramatura Mínima:  55 g/m2, Uso: único,  não estéril, composta por 03 camadas ( SMS) soldadas termicamente, sendo as 2 ( duas ) camadas externas de spunbond e 1 ( uma ) camada interna de meltblown, as camadas de spunbond deverão oferecer hidrorepelência, maleabilidade, resistência ao manuseio contra rasgos e não liberar fibras e partículas, a camada de meltblown deverá oferecer barreira microbiológica, Características Adicionais: assegurada por laudo de eficiência de filtração bacteriana ( BFE ), a manta é indicaca como embalagem para artigos a serem submetiddos e esterilizados por gás formaldeído ou vapor saturado sob pressão ou peróxido de hidrogênio, devendo ser permeável aos agentes esterilizantes, atóxica, antiestática e maleável para permitir o fechamento adequado do pacote, Cor: azul ou verde, Apresentação: acondicionadas em caixas de papelão com 100 ou 200 unidades.;R$ 50.000,00;FL;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;MANTA DE POLIPROPILENO;;;;;;;;;;;;;;;;;;;
15908;"LUVA DE RASPA,Material: raspa de couro, Tamanho Cano: curto, Tamanho: único, Características Adicionais: com reforço na palma, polegar e indicador
Código do Item: 3.3.90.30.28.01.0035.000001-01";R$ 50.000,00;PR;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;LUVA DE RASPA;;;;;;;;;;;;;;;;;;;
15921;BOTA DE SEGURANÇA,Material Bota: PVC em uma única peça, Modelo: capataz, Tipo Cano : longo, Material Cano : PVC, Material Forro: meia de poliéster ou nylon, Altura Cano: 45 cm, Tratamento Superficial: solado antiderrapante, Tamanho: 42, Normas técnicas: certificado de aprovação do ministério do trabalho. Código do Item: 3.3.90.30.28.01.0037.000007-01;R$ 49.647,86;PR;NUAL;R$ 0,00;R$ 0,00;R$ 225,00;R$ 127,14;R$ 0,00;R$ 0,00;R$ 352,14;BOTA SEGURANÇA 42;;;;;;;;;;;;;;;;;;;
15933;BOTA DE SEGURANÇA,Material Bota: PVC em uma única peça, Modelo: capataz, Tipo Cano : longo, Material Cano : PVC, Material Forro: meia de poliéster ou nylon, Altura  Cano: 45 cm, Tratamento Superficial: solado antiderrapante, Tamanho: 43, Normas técnicas: certificado de aprovação do ministério do trabalho Código do Item: 3.3.90.30.28.01.0037.000008-01;R$ 49.647,86;PR;NUAL;R$ 0,00;R$ 0,00;R$ 225,00;R$ 127,14;R$ 0,00;R$ 0,00;R$ 352,14;BOTA SEGURANÇA 43;;;;;;;;;;;;;;;;;;;
15934;"TINTA acrílica p/piso; Cor: concreto – 18 litros. ";R$ 50.000,00;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TINTA acrílica p/piso;;;;;;;;;;;;;;;;;;;
15939;PINCA CLINICA P/ALGODAO N.317 (USO ODONTOLOGICO) 1.;R$ 50.000,00;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PINCA CLINICA P/ALGODAO N;;;;;;;;;;;;;;;;;;;
15946;REDUCAO DE PVC SOLDAVEL 60MM X 50MM;R$ 50.000,00;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;REDUCAO DE PVC SOLDAVEL 60MM X 50MM;;;;;;;;;;;;;;;;;;;
15947;SACO DE HAMPER PARA COLETA DE ROUPA HOSPITALAR – Aplicação: para uso em suporte tipo hamper, visando ao acondicionamento e transporte de roupa hospitalar suja, contaminada ou não. Cor: (cor forte). Material: fabricado com resinas termoplásticas de alta resistência, não transparente. Tamanho: 90 cm de largura x 110 cm de altura, com variação de no máximo 5 cm para mais ou menos. Espessura mínima: 10 micra. Características: Descartável, impermeável, com alta resistência a tração, a rasgamento e a impacto. Deve ser opaco e com baixo brilho. Lateral com solda homogênea, contínua e uniforme, proporcionando uma perfeita vedação e garantindo que não haja perda de conteúdo líquido durante o transporte/manuseio. Sem solda no fundo. Deve possuir sistema de amarração na boca, tipo cordão, para fechamento rápido e seguro. Deve constar em cada saco a identificação do fabricante.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SACO DE HAMPER PARA COLETA DE ROUPA HOSPITALAR – Aplicação;;;;;;;;;;;;;;;;;;;
15962;COLCHAO HOSPITALAR REVESTIDO EM NAPA COR CINZA C/ESPUMA DE 10CM E DENSIDADE D28 TAMANHO 80X1,90CM 1;R$ 39.050,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 10.950,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.950,00;COLCHÃO HOSPITALAR;;;;;;;;;;;;;;;;;;;
16039;PASTA PLÁSTICA, Transparente com elástico.;R$ 50.000,00;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PASTA PLÁSTICA;;;;;;;;;;;;;;;;;;;
16050;PLACA PRONTA PARA USO BIPARTIDA ÁGAR CLED / MAC CONKEY 90 X 15MM, Aplicação: identificação e isolamento microbiológico.;R$ 47.005,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.995,00;R$ 2.995,00;PLACA PRONTA PARA USO BIPARTIDA ÁGAR CLED / MAC CONKEY 90 X 15MM;;;;;;;;;;;;;;;;;;;
16184;"CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRÚRGICO E HEMODINÂMICA Tamanho M. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002.
Aplicação: para servidor da Enfermagem que atua em Centro Cirúrgico e Hemodinâmica. Material: tecido tela pré-lavado e pré encolhido, liso, cor verde oliva, em tecido composição sarja 2:1; 67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 40/42. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão.
MEDIDAS:
CAMISA:
Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço proximal da coxa): 80 cm
Perímetro do pescoço: 39 cm
Perímetro do tórax: 102 cm
Contorno de cava: 51cm
Comprimento manga curta: 23,5 cm
Perímetro do bíceps:36 cm
Comprimento ombro a ombro: 48 cm
Extensão posterior do tronco: 45 cm
Dimensões dos bolsos: 20 X 16 cm
CALÇA:
Perímetro da cintura: 84 cm
Perímetro do quadril: 102 cm
Perímetro da coxa e perna: 55 cm
Comprimento da cintura ao solo: 110 cm
Altura do entrepernas: 81 cm
Comprimento consolidado do gancho dianteiro e do gancho traseiro: 67 cm
Decote redondo com gola careca. Gola com 3 cm de largura; barras das mangas com 5 cm de largura e barras das pernas com 08 cm de largura; sendo gola e barras das mangas e das pernas em ribana branca dupla de 100% poliéster. A ribana das barras das mangas e das pernas deverá ficar ajustada de maneira firme e confortável ao corpo do indivíduo. A camisa deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A cintura da calça deverá possuir cós com 04 (quatro) cm, por onde passa um elástico e possuir costura reforçada. O conjunto deverá ter etiqueta indicando o tamanho na camisa e da calça.
Tingimento do tecido em Idanthrem, gramatura mínima de 225 gr/m², com variação de ±3%. Variação de medidas do produto acabado ± 2 cm.
Apresentar na parte frontal superior esquerda da camisa e na coxa esquerda da calça logomarca SES-DF medindo 15x15cm e, abaixo, escrito ENFERMAGEM CC/HD, em letra maiúscula tamanho da fonte 4 cm, ambos na cor branca tingida em Idanthrem.
Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.
";R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;"CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRÚRGICO E HEMODINÂMICA  Tamanho M. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002.";;;;;;;;;;;;;;;;;;;
16185;"CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRÚRGICO E HEMODINÂMICA  Tamanho G. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002. Aplicação: para servidor da Enfermagem que atua em Centro Cirúrgico e Hemodinâmica. Material: tecido tela pré-lavado e pré encolhido, liso, cor verde oliva, em tecido composição sarja 2:1;  67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 44/46. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão. MEDIDAS: CAMISA: Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço proximal da coxa): 85 cm; Perímetro do pescoço: 46 cm; Perímetro do tórax: 110 cm: Contorno de cava: 53 cm; Comprimento manga curta: 24,5 cm; Perímetro do bíceps: 40 cm; Comprimento ombro a ombro: 50 cm; Extensão posterior do tronco: 47 cm; Dimensões dos bolsos: 20 X 16 cm: CALÇA: Perímetro da cintura: 92 cm; Perímetro do quadril: 110 cm; Perímetro da coxa e perna: 65 cm; Comprimento da cintura ao solo: 114 cm; Altura do entrepernas: 83 cm; Comprimento  consolidado do gancho dianteiro e do gancho traseiro: 71 cm: Decote redondo com gola careca. Gola com 3 cm de largura; barras das mangas com 5 cm de largura e barras das pernas com 08 cm de largura; sendo gola e barras das mangas e das pernas em ribana branca dupla de 100% poliéster. A ribana das barras das mangas e das pernas deverá ficar ajustada de maneira firme e confortável ao corpo do indivíduo. A camisa deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A cintura da calça deverá possuir cós com 04 (quatro) cm, por onde passa um elástico e possuir costura reforçada. O conjunto deverá ter etiqueta indicando o tamanho na camisa e da calça. Tingimento do tecido em Idanthrem, gramatura mínima de 225 gr/m², com variação de ±3%. Variação de medidas do produto acabado ± 2 cm. Apresentar na parte frontal superior esquerda da camisa e na coxa esquerda da calça    logomarca SES-DF medindo 15x15cm e, abaixo, escrito ENFERMAGEM CC/HD, em letra maiúscula tamanho da fonte 4 cm, ambos na cor branca tingida em Idanthrem. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.






 










";R$ 32.423,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17.577,00;R$ 0,00;R$ 0,00;R$ 17.577,00;CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRURGICO E HEMODINAMICA;;;;;;;;;;;;;;;;;;;
16186;"CONJUNTO PRIVATIVO ENFERMAGEM  CENTRO CIRÚRGICO E HEMODINÂMICA  Tamanho GG. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002. Aplicação: para servidor da Enfermagem que atua em Centro Cirúrgico e Hemodinâmica. Material: tecido tela pré-lavado e pré encolhido, liso, cor verde oliva, em tecido composição sarja 2:1;  67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 48/50. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão. MEDIDAS: CAMISA: Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço proximal da coxa): 90 cm; Perímetro do pescoço: 50 cm;Perímetro do tórax: 118 cm; Contorno de cava: 55 cm; Comprimento manga curta: 25,5 cm; Perímetro do bíceps: 44 cm; Comprimento ombro a ombro: 52 cm; Extensão posterior do tronco: 48,5 cm; Dimensões dos bolsos: 20 X 16 cm; CALÇA:
Perímetro da cintura: 100 cm; Perímetro do quadril: 118 cm; Perímetro da coxa e perna: 75 cm; Comprimento da cintura ao solo: 115 cm; Altura do entrepernas: 85 cm; Comprimento  consolidado do gancho dianteiro e do gancho traseiro: 75 cm; Decote redondo com gola careca. Gola com 3 cm de largura; barras das mangas com 5 cm de largura e barras das pernas com 08 cm de largura; sendo gola e barras das mangas e das pernas em ribana branca dupla de 100% poliéster. A ribana das barras das mangas e das pernas deverá ficar ajustada de maneira firme e confortável ao corpo do indivíduo. A camisa deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A cintura da calça deverá possuir cós com 04 (quatro) cm, por onde passa um elástico e possuir costura reforçada. O conjunto deverá ter etiqueta indicando o tamanho na camisa e da calça. Tingimento do tecido em Idanthrem, gramatura mínima de 225 gr/m², com variação de ±3%. Variação de medidas do produto acabado ± 2 cm. Apresentar na parte frontal superior esquerda da camisa e na coxa esquerda da calça    logomarca SES-DF medindo 15x15cm e, abaixo, escrito ENFERMAGEM CC/HD, em letra maiúscula tamanho da fonte 4 cm, ambos na cor branca tingida em Idanthrem. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.




















";R$ 45.100,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.900,00;R$ 0,00;R$ 0,00;R$ 4.900,00;CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRURGICO E HEMODINAMICA;;;;;;;;;;;;;;;;;;;
16194;CONJUNTO CAMISA E CALÇA PRIVATIVA. Aplicação: servidor de área restrita e semi-restrita. Material: tecido liso, cor azul, 50% algodão e 50% poliéster, com variação de ±5%. Linha 100% algodão. Tamanho: GG. Características: CAMISA - peça única, costuras laterais, mangas curtas, fechada, com decote em V, com 02 bolsos na parte inferior. CALÇA - peça simples, cintura com elástico, costura dupla, linha 100% algodão. Gramatura mínima: 120g/m². Apresentar logomarca SES-DF medindo 7x7cm no bolso inferior esquerdo da camisa e na parte anterior da perna esquerda da calça, na cor verde bandeira. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CONJUNTO CAMISA E CALÇA PRIVATIVA;;;;;;;;;;;;;;;;;;;
16195;CONJUNTO CAMISA E CALÇA PRIVATIVA. Aplicação: servidor de área restrita e semi-restrita. Material: tecido liso, cor verde, 50% algodão e 50% poliéster, com variação de ±5%. Linha 100% algodão. Tamanho: M. Características: CAMISA - peça única, costuras laterais, mangas curtas, fechada, com decote em V, com 02 bolsos na parte inferior. CALÇA - peça simples, cintura com elástico, costura dupla, linha 100% algodão. Gramatura mínima: 120g/m². Apresentar logomarca SES-DF medindo 7x7cm no bolso inferior esquerdo da camisa e na parte anterior da perna esquerda da calça, na cor verde bandeira. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade. ;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CONJUNTO CAMISA E CALÇA PRIVATIVA;;;;;;;;;;;;;;;;;;;
16197;CONJUNTO CAMISA E CALÇA PRIVATIVA. Aplicação: servidor de área restrita e semi-restrita. Material: tecido liso, cor verde, 50% algodão e 50% poliéster, com variação de ±5%. Linha 100% algodão. Tamanho: G. Características: CAMISA - peça única, costuras laterais, mangas curtas, fechada, com decote em V, com 02 bolsos na parte inferior. CALÇA - peça simples, cintura com elástico, costura dupla, linha 100% algodão. Gramatura mínima: 120g/m². Apresentar logomarca SES-DF medindo 7x7cm no bolso inferior esquerdo da camisa e na parte anterior da perna esquerda da calça, na cor verde bandeira. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CONJUNTO CAMISA E CALÇA PRIVATIVA;;;;;;;;;;;;;;;;;;;
16204;CAMISA PRIVATIVA Aplicação: servidor de área restrita e semirestrita, Material: Tecido liso, cor verde, 50% algodão e 50% poliéster, Linha 100% algodão, Tamanho: 56, Características:  Peça única, costuras laterais, mangas curtas medindo 38cm a partir do ombro no comprimento e 27 cm de diâmetro na barra,  Fechado, com decote em V, com 2 bolsos na parte inferior comprimento total 92cm, largura total 88cm, largura da manga 32cm. Costura dupla no ombro e nas laterais, linha 100% algodão, Tecido tela 50% algodão 50% poliéster  fio 30, 105 no urdume e 75 na trama, tingimento em idantrem encolhimento 5% no Urdume e 3% na trama, peso mínimo 126g/m², Variação de medida do produto acabado ± 3 cm, Apresentar na camisa logomarca SES-DF no bolso superior esquerdo e manga direita medindo 7x7cm na cor verde bandeira, sigla do hospital no lado superior direito e manga esquerda na cor preta, Forma de Apresentação: Embalagem primária em saco plástico com no máximo 10 unidades e secundaria em caixa de papelão com no máximo 100 unidades, Unidade de Estoque: Unidade, Unidade de fornecimento: Unidade, Código SES 16204;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CAMISA PRIVATIVA Aplicação;;;;;;;;;;;;;;;;;;;
