Entradas; 2.786.847,51 ;Empenhado;;;;;;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;;Responsável;;Item;;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;;Empresa;;Qtd. A;V. unitário;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
031/2019;NECFM;04/09/2019;00060-00363736/2019-91;Oberdan;.301/2019;2;OPU04;1;;;Conserto Oximetro Pat.: 1235387 (Obs.: Ver patrimonio);Serviço;1;BIOLOG (396);00.673.426/0001-06;1;468,0000000; R$468,00 ;25/10/2019;7947;26/12/2019;30/12/2019;30/12/2019;44848;24/01/2020;A/A;;;;;;CAIXA ORGANIZADORA 70L
031/2019;NECFM;04/09/2019;00060-00363736/2019-91;Oberdan;.301/2019;3;OPU05;1;;;Conserto Oximetro Pat.: 1235384;Serviço;1;BIOLOG (396);00.673.426/0001-06;1;468,0000000; R$468,00 ;25/10/2019;7947;26/12/2019;30/12/2019;30/12/2019;44848;24/01/2020;A/A;;;;;;ALCOOL GEL 70% FRASCO COM TAMPA ACOPLADA 85 a 100G
067/2020;NUAL;08/05/2020;00060-00190508/2020-29;Jefferson;223/2020;1;21073;2;X;X;SUGADOR DE SOLDA ALUMÍNIO, Características Técnicas Mínimas: manual, para remoção de solda de circuitos eletrônicos, corpo confeccionado em plástico resistente, com comprimento de 20 cm Código do Item: 3.3.90.30.26.02.0078.000001-01;UN;1;FERRAGENS LÍDER (700064);01.649.554/0001-87;1;18,0000000; R$18,00 ;13/05/2020;8061;13/05/2020;14/05/2020;14/05/2020;32470;29/06/2020;3;não foi paga em 04/06;;;;;CARVÃO ATIVADO PÓ FRASCO OU ENVELOPE 25 G
092/2020;NUAL;29/05/2020;00060-00220834/2020-78;Jefferson;303/2020;1;36916;1;X;X;Braçadeira com manguito acoplado 1 tubo, adulto, reutilizável, livre de latéx e com engate rápido. Compatível com monitores multiparamétricos Mindray IPM-9800.;UN;30;BIOLOG (396);00.673.426/0001-06;30;99,0000000; R$2.970,00 ;02/06/2020;8082;12/06/2020;12/06/2020;16/06/2020;32394;29/06/2020;3;;;;;;SISTEMA FECHADO DE ASPIRAÇÃO TRAQUEAL VIA TUBO OROTRAQUEAL ADULTO 14 FR
093/2020;NUAL;29/05/2020;00060-00220857/2020-82;Jefferson;305/2020;1;27952;1;X;X;MANGUITO DE PRESSÃO NÃO-INVASIVA - compatível com modelo PHILIPS INTELLIVUE MP20- Aplicação/Finalidade: Aferição de pressão não-invasiva para uso exclusivo nos monitores PHILIPS INTELLIVUE MP20. Material: Bolsa em borracha revestida de nylon. Tamanho/Capacidade: Adulto: 13x27cm, com circuferência máxima de 35 cm. Características Adicionais: lavável, reutilizável, confeccionado de material livre de latéx.;UN;30;BIOLOG (396);00.673.426/0001-06;30;99,0000000; R$2.970,00 ;02/06/2020;8083;12/06/2020;12/06/2020;16/06/2020;32394;29/06/2020;3;;;;;;SISTEMA FECHADO DE ASPIRAÇÃO TRAQUEAL VIA TUBO OROTRAQUEAL ADULTO 16 FR
094/2020;NUAL;29/05/2020;00060-00220873/2020-75;Jefferson;307/2020;1;36745;1;X;X;Mangueira que conecta o manguito ao monitor. É obrigatório o|seu uso em conjunto com os Manguitos Adultos (1003130,10003132,10003133,10003136) e |Pediátricos (10003134,10003135).||Código LIFEMED: 10003131;UN;30;BIOLOG (396);00.673.426/0001-06;30;208,0000000; R$6.240,00 ;02/06/2020;8088;15/06/2020;15/06/2020;16/06/2020;32365;29/06/2020;3;;;;;;
076/2020;NUAL;15/05/2020;00060-00201788/2020-16;Clayton;248/2020;1;11888;2;X;X;ÓCULOS DE SEGURANÇA, Material Lente: 100% policarbonato, Modelo: tradicional ou aviador, Normas técnicas: certificado de aprovação do Ministério do Trabalho, Características Adicionais: resistentes a impactos, suporte reforçado para o nariz, protetores laterais e superiores moldados, opticamente corretos e sem distorções das imagens.;UN;500;ELÉTRICA PISTÃO (702896);02.907.464/0001-01;500;5,4900000; R$2.745,00 ;19/05/2020;8385;19/05/2020;25/05/2020;27/05/2020;30774;25/06/2020;3;;;;;;CURATIVO DE ALGINATO DE CÁLCIO E/OU CARBOXIMETILCELULOSE
159/2020;NUAL;24/07/2020;00060-00318683/2020-97;Bruno;524/2020;1;21228;2;X;X;ENVELOPE PARA CD, Material: papel, Cor: branco, Características Adicionais: com janela circular de acetato e aba para fechamento;UN;2500;RISK (3874);26.974.279/0001-06;2500;0,1520000; R$380,00 ;29/07/2020;8417;03/08/2020;06/08/2020;06/08/2020;63320;18/08/2020;4;;;;;;
008/2020;NUAL;24/01/2020;00060-00031345/2020-43;Robson;026/2020;1;17090;2;X;X;RIBON, Aplicação: impressora Zebra TPL 2844, Tamanho: 110mm x 74m.;UN;100;RT COMERCIO (702949);10.336.598/0001-48;100;6,9500000; R$695,00 ;03/02/2020;8544;04/02/2020;05/02/2020;05/02/2020;74580;09/03/2020;2;;;;;;ETIQUETA AUTO-ADESIVApara LABORATÓRIO
004/2020;NECFM;03/02/2020;00060-00042250/2020-55;Oberdan;054/2020;1;ELE03;1;;;Conserto do ELETROCARDIÓGRAFO,  Marca DIXTAL, Modelo EP-3, Nº Patrimônio 693822;Serviço;1;SÃO BERNARDO (83);00.838.896/0001-82;1;2452,8500000; R$2.452,85 ;19/03/2020;8669;23/03/2020;12/05/2020;12/05/2020;18178;04/06/2020;3;;;;;;AVENTAL DESCARTÁVEL MANGA LONGA
013/2020;NUAL;12/02/2020;00060-00055096/2020-81;Robson;062/2020;2;24547;1;X;X;MOUSE ÓPTICO, Tipo: tecnologia óptica, Características Adicionais: resolução mínima de 400 DPI, mínimo 02 (dois) botões, interface de comunicação: USB;UN;100;RT COMERCIO (702949);10.336.598/0001-48;100;7,8000000; R$780,00 ;20/02/2020;8676;03/03/2020;05/03/2020;06/03/2020;84210;26/03/2020;2;;;;;;0
016/2020;NECFM;13/04/2020;00060-00150341/2020-63;Oberdan;155/2020;1;MMU26;1;;;CONSERTO DE MONITOR MULTIPARAMÉTRICO DIXTAL DX 2020 - Patrimônio 741178;Serviço;1;SÃO BERNARDO (83);00.838.896/0001-82;1;2556,8700000; R$2.556,87 ;23/04/2020;8782;28/04/2020;29/04/2020;29/04/2020;18224;04/06/2020;3;;;;;;PEROXIDO DE HIDROGENIO A 3% OU 10 VOLUMES - 100ML
016/2020;NECFM;13/04/2020;00060-00150341/2020-63;Oberdan;155/2020;2;MMU27;1;;;CONSERTO DE MONITOR MULTIPARAMÉTRICO DIXTAL DX 2020 - Patrimônio 741180;Serviço;1;SÃO BERNARDO (83);00.838.896/0001-82;1;2556,8700000; R$2.556,87 ;23/04/2020;8782;28/04/2020;29/04/2020;29/04/2020;18224;04/06/2020;3;;;;;;HEPARINA SODICA SOLUÇAO INJETAVEL 5000 UI/ML FRASCO AMPOLA 5 ML
025/2020;NUAL;20/03/2020;00060-00113718/2020-01;Robson;107/2020;1;31635;5;X;X;ETIQUETA AUTOADESIVA, Cor: Vermelho, Tamanho: 2cm x 1cm com os dizeres: ATENÇÃO! MEDICAMENTO DE ALTA VIGILÂNCIA.;UN;15000;RT COMERCIO (702949);10.336.598/0001-48;15000;0,0200000; R$300,00 ;25/03/2020;8804;06/04/2020;08/04/2020;08/04/2020;97453;29/04/2020;2;;;;;;BRACADEIRA COM MANGUITO
046/2020;NUAL;16/04/2020;00060-00158835/2020-96;Clayton;177/2020;1;17090;2;X;X;RIBON, Aplicação: impressora Zebra TPL 2844, Tamanho: 110mm x 74m.;UN;200;RT COMERCIO (702949);10.336.598/0001-48;200;7,3300000; R$1.466,00 ;20/04/2020;8866;22/04/2020;24/04/2020;24/04/2020;18118;04/06/2020;3;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 7
047/2020;NUAL;16/04/2020;00060-00158910/2020-19;Jefferson;176/2020;1;4188;1;X;X;COPO, Material: plástico, Capacidade: 50 ml, Tipo Uso: descartável, aplicação: café, Unidade De fornecimento: pacote com 100 unidades.;CN;200;RT COMERCIO (702949);10.336.598/0001-48;200;2,4800000; R$496,00 ;22/04/2020;8875;23/04/2020;24/04/2020;24/04/2020;18046;04/06/2020;3;;;;;;FITOMENADIONA (VITAMINA K) SOLUÇAO INJETAVEL INTRA-MUSCULAR 10 MG/ML AMPOLA 1 ML
044/2020;NUAL;16/04/2020;00060-00158743/2020-14;Robson;178/2020;1;21228;2;X;X;ENVELOPE PARA CD, Material: papel, Cor: branco, Características Adicionais: com janela circular de acetato e aba para fechamento;UN;2500;RT COMERCIO (702949);10.336.598/0001-48;2500;0,1900000; R$475,00 ;29/04/2020;8908;05/05/2020;06/05/2020;06/05/2020;18043;04/06/2020;3;liberar codigo;;;;;LUVA CIRURGICA CONVENCIONAL Nº 7
025/2020;NECFM;25/05/2020;00060-00212740/2020-25;Oberdan;285/2020;1;MMU15;1;;;Conserto de monitor Multiparâmetros, marca PHILIPS INTELLIVUE, MP20, patrimônio nº 922313;Serviço;1;SÃO BERNARDO (83);00.838.896/0001-82;1;4358,0000000; R$4.140,10 ;04/06/2020;8937;04/06/2020;28/10/2020;29/10/2020;3303;05/11/2020;6;;;;;;GLICOSEE 5%
025/2020;NECFM;25/05/2020;00060-00212740/2020-25;Oberdan;285/2020;2;MMU14;1;;;Conserto de monitor Multiparâmetros, marca PHILIPS INTELLIVUE, MP20, patrimônio nº 922327.;Serviço;1;SÃO BERNARDO (83);00.838.896/0001-82;1;4358,0000000; R$4.140,10 ;04/06/2020;8937;04/06/2020;28/10/2020;29/10/2020;3303;05/11/2020;6;;;;;;COMPRESSA ALGODONADA PARA CURATIVO TIPO COXIM 10CM x 15CM ESTERIL
428/2020;NFH;11/09/2020;00060-00385211/2020-40;Bruno;628/2020;1;21413;1;X;X;HIDRALAZINA 50MG COMPRIMIDO OU DRAGEA;UN;1000;PREMIUM (703530);27.325.768/0001-91;1000;0,4200000; R$420,00 ;23/09/2020;8998;30/09/2020;02/10/2020;08/10/2020;14987;06/11/2020;6;;;;;;
100/2020;NUAL;04/06/2020;00060-00230116/2020-18;Clayton;339/2020;1;49242;2;X;X;SABONETE, Aspecto Físico: sólido, Material: neutro, Tipo Uso: infantil, Unidade De Fornecimento: barra de 80 gramas.;UN;2500;RT COMERCIO (702949);10.336.598/0001-48;2500;1,6800000; R$4.200,00 ;08/06/2020;9059;12/06/2020;12/06/2020;12/06/2020;32387;29/06/2020;3;;;;;;CATETER NASAL ADULTO
251/2019;NFH;11/12/2019;00060-00506886/2019-03;Robson;.414/2019;2;90354;7;X;X;"LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
NÂO pode ser a Lactulife da Naturelife.";FR;300;APOLLO (703256);25.453.279/0001-90;300;6,2400000; R$1.872,00 ;19/12/2019;9105;20/12/2019;20/12/2019;30/12/2019;44926;24/01/2020;A/A;;;;;;PINÇA KELLY RETA
415/2020;NFH;10/09/2020;00060-00383859/2020-81;Robson;674/2020;1;90610;9;X;X;HEPARINA SODICA SOLUÇAO INJETAVEL 5000 UI/ML FRASCO AMPOLA 5 ML;FA;300;PREMIUM (703530);27.325.768/0001-91;300;23,4000000; R$7.020,00 ;08/10/2020;9242;14/10/2020;15/10/2020;21/10/2020;15641;09/11/2020;6;;;;;;
410/2020;NFH;10/09/2020;00060-00383588/2020-64;Jefferson;673/2020;1;90925;7;X;X;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA;AMP;1000;PREMIUM (703530);27.325.768/0001-91;600;11,2000000; R$6.720,00 ;08/10/2020;9243;14/10/2020;15/10/2020;21/10/2020;15615;09/11/2020;6;;;;;;
443/2020;NFH;25/09/2020;00060-00406845/2020-43;Guilherme;642/2020;1;18458;3;X;X;ANLODIPINO (BESILATO) COMPRIMIDO 5 MG;CP;1800;PREMIUM (703530);27.325.768/0001-91;1800;0,0800000; R$144,00 ;07/10/2020;9244;14/10/2020;15/10/2020;21/10/2020;14737;06/11/2020;6;;;;;;
436/2020;NFH;25/09/2020;00060-00403613/2020-33;Robson;640/2020;1;90074;1;X;X;DIAZEPAM SOLUCAO INJETAVEL 5 MG/ML AMPOLA 2 ML;AMP;360;PREMIUM (703530);27.325.768/0001-91;300;0,7000000; R$210,00 ;07/10/2020;9248;14/10/2020;11/11/2020;13/11/2020;31354;02/12/2020;6;;;;;;
414/2020;NFH;10/09/2020;00060-00383835/2020-22;Robson;679/2020;1;90482;1;X;X;METOCLOPRAMIDA SOLUÇÃO INJETÁVEL 5MG/ML AMPOLA 2 ML;AMP;1000;PREMIUM (703530);27.325.768/0001-91;1000;0,5200000; R$520,00 ;08/10/2020;9249;14/10/2020;15/10/2020;21/10/2020;16456;10/11/2020;6;;;;;;
160/2020;NUAL;29/07/2020;00060-00320928/2020-46;Jefferson;533/2020;1;303;1;X;X;LIVRO ATA, Material Capa: papel cartão ( capa dura ), Altura: 33 cm, Largura: 22 cm, características Adicionais: folhas numeradas, Unidade De Fornecimento: livro com 100 folhas. De Fornecimento: livro com 100 folhas.;UN;200;RT COMERCIO (702949);10.336.598/0001-48;50;7,4400000; R$372,00 ;04/08/2020;9276;04/08/2020;05/08/2020;07/08/2020;63425;18/08/2020;4;;;;;;
160/2020;NUAL;29/07/2020;00060-00320928/2020-46;Jefferson;533/2020;2;304;1;X;X;Livro Ata, capa dura em papel cartão, 33cm x 22cm, 200 folhas numeradas;UN;200;RT COMERCIO (702949);10.336.598/0001-48;50;15,6600000; R$783,00 ;04/08/2020;9276;04/08/2020;05/08/2020;07/08/2020;63425;18/08/2020;4;;;;;;
444/2020;NFH;29/09/2020;00060-00411323/2020-63;Clayton;655/2020;1;10960;4;X;X;HIPOCLORITO DE SODIO A 1% FRASCO PLASTICO ESCURO 5000 ML;FR;100;PREMIUM (703530);27.325.768/0001-91;100;8,8800000; R$888,00 ;07/10/2020;9339;19/10/2020;20/10/2020;21/10/2020;16591;10/11/2020;6;;;;;;
409/2020;NFH;10/09/2020;00060-00383544/2020-34;Robson;675/2020;1;90550;8;X;X;BICARBONATO DE SODIO SOLUCAO INJETAVEL 8,4 % (1 MEQ/ML) AMPOLA 10 ML  ;AMP;400;PREMIUM (703530);27.325.768/0001-91;400;0,6900000; R$276,00 ;08/10/2020;9567;29/10/2020;30/10/2020;04/11/2020;31404;02/12/2020;6;;;;;;
175/2020;NUAL;29/09/2020;00060-00413118/2020-32;Bruno;648/2020;1;32735;3;X;X;"Etiqueta adesiva térmica, indicado para impressora: zebra tlp-2844 ou similar, tipo papel couchê adesivo, largura x altura 100 mm x 50 mm
Observação 1: Deve ser compatível com impressora ZEBRA GC420D.
Observação 2: Apresentação Rolo – cada um contendo 1 COLUNA com 1.000 ETIQUETAS.";RL;30;RT COMERCIO (702949);10.336.598/0001-48;30;17,2500000; R$517,50 ;30/09/2020;9636;05/10/2020;21/10/2020;21/10/2020;16438;10/11/2020;6;;;;;;
039/2020;NFH;31/01/2020;00060-00039849/2020-10;Jefferson;050/2020;3;90172;1;X;X;AMBROXOL XAROPE 3 MG/ML FRASCO 100 A 120 ML COM DOSEADOR;FR;50;APOLLO (703256);25.453.279/0001-90;50;1,5500000; R$77,50 ;07/02/2020;9929;07/02/2020;07/02/2020;10/02/2020;73335;06/03/2020;2;;;;;;LUVA DE LATÉX m
011/2020;NFH;21/01/2020;00060-00024344/2020-42;Jefferson;013/2020;1;90196;1;X;X;MORFINA SOLUÇAO INJETAVEL 0,2 MG/ML AMPOLA 1 ML;AMP;600;METHABIO (701878);08.766.992/0001-74;600;3,9500000; R$2.370,00 ;24/01/2020;9967;24/01/2020;24/01/2020;29/01/2020;74009;09/03/2020;2;;;;;;SENSOR DE SPO2 REUSÁVEL
004/2020;NFH;15/01/2020;00060-00015358/2020-75;Clayton;016/2020;1;92401;8;X;X;LUVA CIRURGICA CONVENCIONAL Nº 7,0 EM LATEX ESTERIL. Aplicação: uso universal em procedimentos cirúrgicos ou que exijam técnica asséptica rigorosa. Material: látex íntegro, Características Adicionais: estéril, com formato, disposição e baínha anatômica, com punho longo, comprimento total da luva de no mínimo de 25 cm, lubrificadas com pó bio absorvível, atóxico, que não cause dano ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, ser antiderrapante, com látex íntegro, sem manchas, sem ponto de acúmulo de látex, dobradas de acordo com o padrão hospitalar acondicionadas em envelope interno separando as luvas direita e esquerda e devidamente identificado na parte externa. A embalagem externa deve assegurar a esterilidade do produto sob condições adequadas de manuseio e estocagem, deve permitir abertura que promova transferência asséptica sem delaminar, deve conter: o tamanho, o tipo de esterilização, o lote, a data de fabricação e validade, conter número do C.A. Apresentação: embalagem individual, acondicionada em caixa. Unidade De Estoque: par. ;PAR;10000;METHABIO (701878);08.766.992/0001-74;4676;0,7900000; R$3.694,04 ;23/01/2020;9968;24/01/2020;24/01/2020;29/01/2020;73219;06/03/2020;2;Methabio desistiu parcial;;;;;SOLUÇÃO LIMPADORA A BASE DE ENZIMAS
004/2020;NFH;15/01/2020;00060-00015358/2020-75;Clayton;016/2020;2;92402;8;X;X;LUVA CIRURGICA CONVENCIONAL Nº 7,5 EM LATEX ESTERIL.  Aplicação: uso universal em procedimentos cirúrgicos ou que exijam técnica asséptica rigorosa. Material: látex íntegro, Características Adicionais: estéril, com formato, disposição e baínha anatômica, com punho longo, comprimento total da luva de no mínimo de 25 cm, lubrificadas com pó bio absorvível, atóxico, que não cause dano ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, ser antiderrapante, com látex íntegro, sem manchas, sem ponto de acúmulo de látex, dobradas de acordo com o padrão hospitalar acondicionadas em envelope interno separando as luvas direita e esquerda e devidamente identificado na parte externa. A embalagem externa deve assegurar a esterilidade do produto sob condições adequadas de manuseio e estocagem, deve permitir abertura que promova transferência asséptica sem delaminar, deve conter: o tamanho, o tipo de esterilização, o lote, a data de fabricação e validade, conter número do C.A. Apresentação: embalagem individual, acondicionada em caixa. Unidade De Estoque: par. ;PAR;10000;METHABIO (701878);08.766.992/0001-74;295;0,7600000; R$224,20 ;23/01/2020;9968;24/01/2020;24/01/2020;29/01/2020;73219;06/03/2020;2;Methabio desistiu parcial;;;;;DETERGENTE
044/2020;NFH;06/02/2020;00060-00049645/2020-89;Clayton;058/2020;1;36052;3;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO G, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;2000;APOLLO (703256);25.453.279/0001-90;2000;0,1680000; R$336,00 ;10/02/2020;9990;11/02/2020;11/02/2020;18/02/2020;73345;06/03/2020;2;;;;;;0
044/2020;NFH;06/02/2020;00060-00049645/2020-89;Clayton;058/2020;2;36169;3;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO M, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;2000;APOLLO (703256);25.453.279/0001-90;2000;0,1680000; R$336,00 ;10/02/2020;9990;11/02/2020;11/02/2020;18/02/2020;73345;06/03/2020;2;;;;;;MEIO MONTAGEM P/MICROSC
044/2020;NFH;06/02/2020;00060-00049645/2020-89;Clayton;058/2020;3;36048;4;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO P, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades. ;UN;2000;APOLLO (703256);25.453.279/0001-90;2000;0,1680000; R$336,00 ;10/02/2020;9990;11/02/2020;11/02/2020;18/02/2020;73345;06/03/2020;2;;;;;;XILENO
036/2020;NFH;30/01/2020;00060-00037741/2020-84;Clayton;038/2020;1;90550;8;X;X;BICARBONATO DE SODIO SOLUCAO INJETAVEL 8,4 % (1 MEQ/ML) AMPOLA 10 ML  ;AMP;600;METHABIO (701878);08.766.992/0001-74;600;0,5900000; R$354,00 ;04/02/2020;10063;05/02/2020;05/02/2020;07/02/2020;73165;06/03/2020;2;;;;;;TOUCA HOSPITALAR
036/2020;NFH;30/01/2020;00060-00037741/2020-84;Clayton;038/2020;9;90257;1;X;X;PANTOPRAZOL PO LIOFILIZADO PARA INJETAVEL 40 MG FRASCO-AMPOLA + DILUENTE AMPOLA 10 ML;FA;2000;METHABIO (701878);08.766.992/0001-74;1020;4,5000000; R$4.590,00 ;04/02/2020;10063;05/02/2020;05/02/2020;07/02/2020;73165;06/03/2020;2;;;;;;GUTA PERCHA EM BASTAO
346/2020;NFH;31/07/2020;00060-00328266/2020-52;Clayton;547/2020;1;12286;4;X;X;SISTEMA FECHADO DE ASPIRAÇÃO TRAQUEAL VIA TUBO OROTRAQUEAL ADULTO 14 FR, ESTÉRIL. Aplicação: aspiração de secreção traqueal via tubo orotraqueal. Material: sonda de silicone e bainha de plástico ou silicone.  Características Adicionais: adaptável a tubos de tamanho 7.0 - 7.5, flexível,com sonda graduada em centímetros, que não solta a tinta, maleável, com orifícios na extremidade de aspiração e ponta arredondada, com bainha plástica, transparente, siliconizada ou não, envolvendo a sonda, conexão em ``Y`` ou em ``T`` para adaptação/encaixe ao tubo ou cânula orotraqueal de um lado e circuito de ventilador mecânico do outro. Via de irrigação com válvula anti-refluxo para fluidificar secreções e realizar limpeza interna da sonda e válvula para controle de vácuo ergonômica e com trava por pressão.Com conector para administração de aerossol.Livre de látex. Apresentação: embalagem individual. Unidade De Estoque: unidade(UN). Código SES: 012286. BR275897;UN;100;CINCO CONFIANÇA (702125);05.075.964/0001-12;40;59,9000000; R$2.396,00 ;12/08/2020;10145;27/08/2020;31/08/2020;03/09/2020;91484;30/09/2020;5;;;;;;
346/2020;NFH;31/07/2020;00060-00328266/2020-52;Clayton;547/2020;3;12290;8;X;X;SISTEMA FECHADO DE ASPIRAÇÃO TRAQUEAL VIA TUBO OROTRAQUEAL ADULTO 16 FR, ESTÉRIL. Aplicação: aspiração de secreção traqueal via tubo orotraqueal. Material: sonda de silicone e bainha de plástico ou silicone. Características Adicionais: adaptável a tubos de tamanho 8.0, 8.5 e 9.0, flexível,com sonda graduada em centímetros, que não solta a tinta ,maleável,com orifícios na extremidade de aspiração e ponta arredondada,com bainha plástica,transparente,siliconizada ou não,envolvendo a sonda,conexão em ``Y`` ou em ``T`` para adaptação/encaixe ao tubo ou cânula orotraqueal de um lado e circuito de ventilador mecânico do outro.Via de irrigação com válvula anti-refluxo para fluidificar secreções e realizar limpeza interna da sonda e válvula para controle de vácuo ergonômica e com trava por pressão.Com conector para administração de aerossol.Livre de látex, Apresentação: embalagem individual, Unidade De Estoque: unidade(UN), Código SES: 012290. BR276324;UN;100;CINCO CONFIANÇA (702125);05.075.964/0001-12;30;59,9000000; R$1.797,00 ;12/08/2020;10145;27/08/2020;31/08/2020;03/09/2020;91484;30/09/2020;5;;;;;;
