Entradas; 2.786.847,51 ;Empenhado;R$ 2.786.847,50;;Saldo;;R$ 0,00;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;Nº de processo SEI;Responsável;Cotação;Item;CÓDIGO;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;Qtd. S;Empresa;Qtd. A; V. unitário ;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
114/2020;NFH;15/04/2020;00060-00154525/2020-01;Jefferson;165/2020;1;90070;4;X;X;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML;FR;20;*CANCELADO;;; R$-   ;22/04/2020;;;;;;;2;PREÇO ELEVADO;;;;;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML
115/2020;NFH;15/04/2020;00060-00154611/2020-13;Bruno;166/2020;1;90124;2;X;X;HALOPERIDOL COMPRIMIDO 5 MG ;CP;400;CIENTÍFICA (700617);400; R$ 0,2550 ; R$102,00 ;22/04/2020;117457;27/04/2020;28/04/2020;30/04/2020;17884;04/06/2020;3;;;;;;HALOPERIDOL COMPRIMIDO 5 MG 
117/2020;NFH;15/04/2020;00060-00155787/2020-84;Clayton;167/2020;1;92473;1;X;X;SONDA NASOGÁSTRICA LONGA Nº 20;UN;100;PMH (347);100; R$ 1,3000 ; R$130,00 ;17/04/2020;232745;20/04/2020;22/04/2020;28/04/2020;17894;04/06/2020;3;;;;;;SONDA NASOGÁSTRICA LONGA Nº 20
116/2020;NFH;15/04/2020;00060-00155727/2020-61;Robson;168/2020;1;92440;2;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 22. Aplicação: drenagem e controle da diurese. Material: Látex atóxico. Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40cm, com flexibilidade adequada ao fim a que se destina, que não cause irritação ao paciente, espessura uniforme, isenta de manchas ou quaisquer defeitos. Balão com capacidade de 30 ml, com válvula fixa que permita perfeita adaptação em seringas, e boa distensibilidade. Ponta distal arredondada e fechada, apresentando 2 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro da sonda, isentos de rebarbas e ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotado nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixas com 10 unidades. Unidade de Estoque: unidade. Código SES: 092440.  ;UN;50;GA HOSPITALAR (703786);30; R$ 5,5000 ; R$165,00 ;24/04/2020;23;27/04/2020;28/04/2020;30/04/2020;17912;04/06/2020;3;assinar;;;;;SONDA DE FOLEY 2 VIAS LÁTEX Nº 22
116/2020;NFH;15/04/2020;00060-00155727/2020-61;Robson;168/2020;1;92440;2;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 22. Aplicação: drenagem e controle da diurese. Material: Látex atóxico. Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40cm, com flexibilidade adequada ao fim a que se destina, que não cause irritação ao paciente, espessura uniforme, isenta de manchas ou quaisquer defeitos. Balão com capacidade de 30 ml, com válvula fixa que permita perfeita adaptação em seringas, e boa distensibilidade. Ponta distal arredondada e fechada, apresentando 2 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro da sonda, isentos de rebarbas e ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotado nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixas com 10 unidades. Unidade de Estoque: unidade. Código SES: 092440.  ;UN;50;*CANCELADO;0; R$ 5,5000 ; R$-   ;24/04/2020;;;;;;;3;CANCELADO A DIFERENÇA DA ENTREGA EM 01/07/2020 20 UNIDADES;;;;;SONDA DE FOLEY 2 VIAS LÁTEX Nº 22
113/2020;NFH;15/04/2020;00060-00154413/2020-41;Jefferson;169/2020;1;90288;1;X;X;VALPROATO DE SODIO COMPRIMIDO (EQUIVALENTE 500 MG ACIDO VALPROICO);CP;200;*CANCELADO;;; R$-   ;22/04/2020;;;;;;;2;ESTOQUE NA FARMÁCIA CENTRAL;;;;;VALPROATO DE SODIO COMPRIMIDO (EQUIVALENTE 500 MG ACIDO VALPROICO)
043/2020;NUAL;15/04/2020;00060-00158176/2020-98;Clayton;170/2020;1;19343;4;X;X;DISCO COMPACTO, Capacidade: CD R, 700 Mb, Tempo Duração: 80 min, Características Adicionais: gravável, Unidade de Fornecimento: envelope com 1 unidade;UIN;2.500;ECOPRINT (701495);2.500; R$ 0,6790 ; R$1.697,50 ;17/04/2020;855;20/04/2020;22/04/2020;22/04/2020;18143;04/06/2020;3;;;;;;DISCO CD-R GRAVÁVEL
041/2020;NUAL;15/04/2020;00060-00158123/2020-77;Robson;171/2020;1;201158;7;X;X;SAPATILHA DESCARTÁVEL. Material: polipropileno antiderrapante, Características Adicionais: gramatura mínima de 40g/m², resistente, com acabamento elástico que permita bom ajuste e cobertura completa do calçado até o tornozelo. Tamanho com aproximadamente 35 cm de comprimento por 20 cm de altura. Embalagem com 50 pares (100 unidades). Unidade de estoque: par (PAR). Unidade de fornecimento: par.;PR;20.000;VERA CRUZ (703207);20.000; R$ 0,3200 ; R$6.400,00 ;24/04/2020;22479;24/04/2020;27/04/2020;28/04/2020;18230;04/06/2020;3;assinar;;;;;SAPATILHA DESCARTÁVEL
041/2020;NUAL;15/04/2020;00060-00158057/2020-35;Jefferson;172/2020;1;34084;3;X;X;"VERIFICAR CÓDIGO 10823 (MESMA DESCRIÇÃO COM ALTERAÇÃO DE ORDEM DE ELEMENTOS)AVENTAL DE PROCEDIMENTO NÃO ESTÉRIL,  Aplicação: biosegurança, EPI - barreira protetora aos profissionais de saúde nos procedimentos com exposição de fluídos e/ou contaminação por contato; Características Adicionais: com comprimento abaixo do joelho (com no mínimo 1,20 m), manga longa e punho sonfonado em algodão, confeccionado em polietileno trilaminado SMS com camadas de proteção resistente a penetração de fluídos (hidrorrepelente), não inflamável, faixa presa na cintura para fechamento nas costas, decote redondo próximo ao pescoço com tiras para amarrar, conferindo total proteção a roupa individual, que não cause nenhuma irritação ao usuário, fácil uso e que não proporcione liberação de partículas; Tamanho: ÚNICO; Forma de Apresentação: Unidade. Apresentar CA - Registro no Ministério do Trabalho- PORTARIA Nº 452, DE 20 DE NOVEMBRO DE 2014 e ANVISA. ";UN;10.000;*CANCELADO;;; R$-   ;15/04/2020;;;;;;;2;SEM SALDO;;;;;AVENTAL DE PROCEDIMENTO NÃO ESTÉRIL
040/2020;NUAL;15/04/2020;00060-00158023/2020-41;Bruno;173/2020;1;31638;1;X;X;"TUBO CONECTOR/EXTENSOR de alta pressão espiralado 120 - 150 cm, de 8 fr a 12 fr; 300 PSI, caixa contendo 100 unidades. (Compatível com Injetora CT 9000 ADV).";CX;20;SANTÉ (3869);20; R$ 500,0000 ; R$10.000,00 ;22/04/2020;11662;22/04/2020;24/04/2020;28/04/2020;20726;09/06/2020;3;;;;;;TUBO CONECTOR/EXTENSOR de alta pressão espiralado 120 - 150 cm
039/2020;NUAL;15/04/2020;00060-00157939/2020-83;Clayton;174/2020;1;31637;2;X;X;SERINGAS VAZIAS, 200 ml para bomba injetora LF CT9000ADV, caixa contendo 50 unidades;CX;12;NL SUPERMEDICAL (700820);6; R$ 1.950,0000 ; R$11.700,00 ;17/04/2020;24012;23/04/2020;24/04/2020;28/04/2020;18260;04/06/2020;3;;;;;;SERINGAS VAZIAS
039/2020;NUAL;15/04/2020;00060-00157939/2020-83;Clayton;174/2020;1;31637;2;X;X;SERINGAS VAZIAS, 200 ml para bomba injetora LF CT9000ADV, caixa contendo 50 unidades;CX;12;NL SUPERMEDICAL (700820);3; R$ 1.950,0000 ; R$5.850,00 ;17/04/2020;25698;24/07/2020;27/07/2020;07/08/2020;63744;18/08/2020;4;;;;;;SERINGAS VAZIAS
048/2020;NUAL;16/04/2020;00060-00158985/2020-08;Robson;175/2020;1;51453;6;X;X;GORRO DESCARTÁVEL,Material: em falso tecido, viscose poliéster ou polipropileno, Gramatura: mínima de 30g/m²,   Cor: azul ou verde, Formato: anatômico que permita ajuste perfeito à cabeça, Dimensões: mínimas de : parte central 12cm de largura, 25cm de comprimento, aba de 13cm de largura e 80cm de comprimento.;UN;10.000;WINNER (3979);10.000; R$ 0,9000 ; R$9.000,00 ;29/04/2020;21874;30/04/2020;30/04/2020;04/05/2020;18253;04/06/2020;3;;;;;;GORRO DESCARTÁVEL
047/2020;NUAL;16/04/2020;00060-00158910/2020-19;Jefferson;176/2020;1;4188;1;X;X;COPO, Material: plástico, Capacidade: 50 ml, Tipo Uso: descartável, aplicação: café, Unidade De fornecimento: pacote com 100 unidades.;CN;200;RT COMERCIO (702949);200; R$ 2,4800 ; R$496,00 ;22/04/2020;8875;23/04/2020;24/04/2020;24/04/2020;18046;04/06/2020;3;;;;;;COPO
046/2020;NUAL;16/04/2020;00060-00158835/2020-96;Clayton;177/2020;1;17090;2;X;X;RIBON, Aplicação: impressora Zebra TPL 2844, Tamanho: 110mm x 74m.;UN;200;RT COMERCIO (702949);200; R$ 7,3300 ; R$1.466,00 ;20/04/2020;8866;22/04/2020;24/04/2020;24/04/2020;18118;04/06/2020;3;;;;;;RIBON
044/2020;NUAL;16/04/2020;00060-00158743/2020-14;Robson;178/2020;1;21228;3;X;X;ENVELOPE PARA CD, Material: papel, Cor: branco, Características Adicionais: com janela circular de acetato e aba para fechamento;UN;2.500;RT COMERCIO (702949);2.500; R$ 0,1900 ; R$475,00 ;29/04/2020;8908;05/05/2020;06/05/2020;06/05/2020;18043;04/06/2020;3;liberar codigo;;;;;ENVELOPE PARA CD
049/2020;NUAL;16/04/2020;00060-00159811/2020-54;Jefferson;179/2020;1;619;2;X;X;PAPEL CÓPIA XEROGRÁFICA,  Material: sulfite, Gramatura: 75g/m2, Comprimento: 297 mm, Largura: 210 mm, Cor: branca, Unidade De Fornecimento: pacote com 500 folhas, Formato A4. Fornecimento: Resma pacote com 500 folhas, Formato: A-4.;UN;130;SHOPPING DO ALUNO (700790);190; R$ 19,7100 ; R$3.744,90 ;22/04/2020;7518;23/04/2020;23/04/2020;24/04/2020;18187;04/06/2020;3;;;;;;PAPEL CÓPIA XEROGRÁFICA
045/2020;NUAL;16/04/2020;00060-00158810/2020-92;Bruno;180/2020;1;20879;6;X;X;ETIQUETA AUTO-ADESIVApara LABORATÓRIO, Material: celulose vegetal em adesivo sintético, Tamanho Etiqueta: 50 x 27 mm, Aplicação: uso em impressora térmica Zebra TLP 2844-Z, Número Colunas: 02, Cor: branca, Características Adicionais: cantos arredondados, sem impressão, para uso em sistema informatizado de laboratório, Unidade De Fornecimento: em rolos contendo 03 milheiros.;MH;300;RV GRÁFICA (703134);300; R$ 6,7000 ; R$2.010,00 ;22/04/2020;685;27/04/2020;27/04/2020;28/04/2020;18172;04/06/2020;3;;;;;;ETIQUETA AUTO-ADESIVApara LABORATÓRIO
118/2020;NFH;20/04/2020;00060-00158192/2020-81;Clayton;181/2020;1;36552;3;X;X;CURATIVO ANTISSÉPTICO CIRCULAR PRONTO PARA USO, ESTÉRIL. Aplicação: curativo para finalização do procedimento de punção venosa ou injeções. Composição: poliéster com algodão natural e papel siliconado. Características adicionais: a embalagem do produto deverá conter o número do lote, data de fabricação, prazo de validade, composição, forma de armazenamento e procedência. Processo de esterilização: estéril. Unidade de estoque: unidade. Apresentação: caixa com 500 unidades.  ;UN;20.000;MAFRA (703141);20.000; R$ 0,0208 ; R$416,00 ;23/04/2020;327148;23/04/2020;24/04/2020;28/04/2020;18035;04/06/2020;3;;;;;;CURATIVO ANTISSEPTICO
121/2020;NFH;20/04/2020;00060-00161418/2020-21;Robson;182/2020;1;90550;9;X;X;BICARBONATO DE SODIO SOLUCAO INJETAVEL 8,4 % (1 MEQ/ML) AMPOLA 10 ML  ;AMP;600;PRÓ SAÚDE (702918);600; R$ 0,9000 ; R$540,00 ;29/04/2020;40509;29/04/2020;30/04/2020;30/04/2020;18064;04/06/2020;3;;;;;;BICARBONATO DE SODIO
120/2020;NFH;20/04/2020;00060-00161395/2020-54;Jefferson;183/2020;1;90555;4;X;X;CLORETO DE SODIO SOLUÇAO INJETAVEL 20 % (3,4 MEQ/ML) AMPOLA 10 ML;AMP;800;PRÓ SAÚDE (702918);800; R$ 0,2800 ; R$224,00 ;28/04/2020;40432;28/04/2020;29/04/2020;30/04/2020;17934;04/06/2020;3;;;;;;CLORETO DE SODIO SOLUÇAO INJETAVEL 20 % (3
119/2020;NFH;20/04/2020;00060-00161372/2020-40;Clayton;184/2020;1;90552;6;X;X;CLORETO DE POTASSIO SOLUCAO INJETAVEL 10 % (1,34 MEQ/ML) AMPOLA 10 ML;AMP;800;*CANCELADO;;; R$-   ;23/04/2020;;;;;;;2;DESERTO. Informamos que pode ser pelo R$ total baixo. Outros PDPAS compraram com quantidade maior.;;;;; CLORETO DE POTASSIO SOLUCAO INJETAVEL 10 % (1
053/2020;NUAL;22/04/2020;00060-00166106/2020-11;Robson;185/2020;1;17195;2;X;X;"DVD-R MR 8X,APLICAÇÃO: AÚDIO, VÍDEO, GAMES E DADOS, CARACTERÍSTICAS TÉCNICAS MÍNIMAS: CAPACIDADE: 4.7 GB (DADOS) E 120 MM (AÚDIO); VELOCIDADE DE GRAVAÇÃO: 32X; CAMADA DE GRAVAÇÃO: BRANCA, UNIDADE DE FORNECIMENTO: UNIDADE
";UN;2.000;ECOPRINT (701495);2.000; R$ 0,7900 ; R$1.580,00 ;29/04/2020;869;03/05/2020;05/05/2020;05/05/2020;18131;04/06/2020;3;;;;;;DVD-R
052/2020;NUAL;22/04/2020;00060-00165981/2020-78;Jefferson;186/2020;1;35477;3;X;X;CAIXA ORGANIZADORA,Material: poliestireno de alta densidade e/ou polipropileno, Formato: retangular, Tamanho/Capacidade: 28 LITROS, Características Adicionais: reforçada, com tampa e presilhas, empilhável, Altura: mínimo 20 cm, Largura: mínimo 38,5 cm, Comprimento: mínimo 56,5 cm, Cor: a escolher.;UN;10;SHOPPING DO ALUNO (700790);10; R$ 59,4000 ; R$594,00 ;28/04/2020;7572;28/04/2020;29/04/2020;04/05/2020;18066;04/06/2020;3;;;;;;CAIXA ORGANIZADORA
051/2020;NUAL;22/04/2020;00060-00165960/2020-52;Bruno;187/2020;1;35478;3;X;X;CAIXA ORGANIZADORA,Material: poliestireno de alta densidade e/ou polipropileno, Tamanho/Capacidade: 40 LITROS. Características Adicionais: reforçada, com tampa, empilhável, Altura: mínimo 27,5 cm, Largura: mínimo 37 cm, Comprimento: mínimo 54,5 cm, Cor: branca ou transparente.;UN;10;*CANCELADO;;; R$-   ;29/04/2020;;;;;;;2;DESERTO;;;;;CAIXA ORGANIZADORA
054/2020;NUAL;22/04/2020;00060-00166175/2020-17;Clayton;188/2020;1;20959;1;X;X;"SISTEMA DE ANESTESIA BARAKA EM BORRACHA COMPLETO (Traquéia, Com Borracha Completo Tipo Duplo T, Bolsa De Reinalação De 500 Ml - Pediátrico. Traquéia, Conexões, Bolsa, Mascara Com Coxim). Cada sistema de anestesia deverá conter: * 01 Traqueia de Silicone 30cm; * 02 Intermediários com entrada lateral; * 01 Balão de reinalação (tamanhos listados abaixo); *01 Máscara facial pediátrica; e * 01 Conector 90º. Os balões de reinalação devem ser de tamanhos variados: *2 balões de 500ml; *2 balões de 1 litro; *2 balões de 2 litros; *2 balões de 3 litros; e *2 balões de 5 litros.";UN;10;ASTEM (3864);10; R$ 166,4500 ; R$1.664,50 ;24/04/2020;5348;24/04/2020;24/04/2020;24/04/2020;18136;04/06/2020;3;;;;;;SISTEMA DE ANESTESIA BARAKA EM BORRACHA COMPLETO (Traquéia
050/2020;NUAL;22/04/2020;00060-00165891/2020-87;Robson;189/2020;1;35479;6;X;X;CAIXA ORGANIZADORA,Material: poliestireno de alta densidade e/ou polipropileno, Tamanho/Capacidade: 70 LITROS, Características Adicionais: reforçada, com tampa, empilhável, Altura: mínimo 35 cm, Largura: mínimo 35,5 cm, Comprimento: mínimo 71 cm, Cor: branca ou transparente.;UN;10;*CANCELADO;;; R$-   ;28/04/2020;;;;;;;2;DESERTO;;;;;CAIXA ORGANIZADORA 70L
124/2020;NFH;23/04/2020;00060-00164467/2020-15;Jefferson;190/2020;1;90841;8;X;X;ATROPINA (SULFATO) SOLUÇAO OFTALMICA 1 % FRASCO 5 ML;FR;10;CITOPHARMA (701352);10; R$ 25,8900 ; R$258,90 ;29/04/2020;144234;30/04/2020;06/05/2020;07/05/2020;18006;04/06/2020;3;;;;;;ATROPINA (SULFATO) SOLUÇAO OFTALMICA 1 % FRASCO 5 ML
123/2020;NFH;23/04/2020;00060-00164372/2020-00;Clayton;191/2020;1;90207;7;X;X;PROPOFOL EMULSAO INJETAVEL 10 MG/ML AMPOLA 20 ML ;AMP;200;CIENTÍFICA (700617);200; R$ 8,6000 ; R$1.720,00 ;27/04/2020;117520;27/04/2020;28/04/2020;30/04/2020;18146;04/06/2020;3;;;;;;PROPOFOL EMULSAO INJETAVEL 10 MG/ML AMPOLA 20 ML 
122/2020;NFH;23/04/2020;00060-00164314/2020-78;Robson;192/2020;1;90861;4;X;X;NALOXONA (CLORIDRAT0) SOLUÇÃO INJETÁVEL 0,4 MG/ML AMPOLA 1 ML ;AMP;20;MAFRA (703141);20; R$ 6,6990 ; R$133,98 ;29/04/2020;328885;29/04/2020;30/04/2020;30/04/2020;17903;04/06/2020;3;;;;;;NALOXONA (CLORIDRAT0) SOLUÇÃO INJETÁVEL 0
125/2020;NFH;24/04/2020;00060-00168890/2020-94;Bruno;193/2020;1;90925;8;X;X;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA;AMP;300;MAFRA (703141);300; R$ 12,6340 ; R$3.790,20 ;28/04/2020;328699;29/04/2020;29/04/2020;30/04/2020;18208;04/06/2020;3;;;;;;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA
126/2020;NFH;24/04/2020;00060-00168985/2020-16;Clayton;194/2020;1;90315;5;X;X;CEFEPIMA PO PARA SOLUCAO INJETAVEL 1 G FRASCO-AMPOLA;AMP;500;MAFRA (703141);350; R$ 40,0000 ; R$14.000,00 ;28/04/2020;328591;28/04/2020;29/04/2020;30/04/2020;18263;04/06/2020;3;;;;;;CEFEPIMA PO PARA SOLUCAO INJETAVEL 1 G FRASCO-AMPOLA
127/2020;NFH;24/04/2020;00060-00169921/2020-24;Robson;195/2020;1;90552;6;X;X;CLORETO DE POTASSIO SOLUCAO INJETAVEL 10 % (1,34 MEQ/ML) AMPOLA 10 ML;AMP;2.000;*CANCELADO;;; R$-   ;14/05/2020;;;;;;;3;DESERTO;;;;; CLORETO DE POTASSIO SOLUCAO INJETAVEL 10 % (1
001/2020;NAGMP;28/04/2020;00060-00171043/2020-15;Oberdan;196/2020;1;DET01;1;;;DETETIZAÇÃO E DESRATIZAÇÃO CONTROLE E EXTERMINIO DE PRAGA E VETORES HRG;Serviço;1;CRUZEIRO SERVIÇOS (703877);1; R$ 2.950,0000 ; R$2.950,00 ;08/05/2020;7119;13/05/2020;14/05/2020;14/05/2020;3286;01/06/2020;3;;;;;;0
055/2020;NUAL;29/04/2020;00060-00175442/2020-47;Jefferson;197/2020;1;35753;3;X;X;TERMÔMETRO AURICULAR, DIGITAL, INFRAVERMELHO DIGITAL, USO CLÍNICO. Aplicação (finalidade): verificação de temperatura corporal por meio da radiação térmica do canal auditivo. Composição: digital com sensor infravermelho protegido e à prova d'água, revestido de plástico, visor LCD. Características adicionais: tempo de leitura máximo de 5 seg., desligamento automático, indicador de pilha, aviso de conclusão da medição. Processo de Esterilização: não estéril. Prazo de validade: indeterminado. Apresentação: embalagem individual. ;UN;15;*CANCELADO;;; R$-   ;15/05/2020;;;;;;;3;CANCELADO VALOR EXORBITANTE APÓS 6ª PUBLICAÇÃO;;;;;TERMOMETRO AURICULAR
056/2020;NUAL;29/04/2020;00060-00175668/2020-48;Clayton;198/2020;1;21635;1;X;X;TECIDO COURVIM, Material: courvim com malha resistente, Cor: preta, Largura: 1,38 m;MT;100;MUNDO DOS COUROS (700773);100; R$ 16,9000 ; R$1.690,00 ;04/05/2020;392;08/05/2020;08/05/2020;11/05/2020;18138;04/06/2020;3;;;;;;TECIDO COURVIM
057/2020;NUAL;29/04/2020;00060-00175752/2020-61;Robson;199/2020;1;12495;1;X;X;TECIDO COURVIM, Material: courvim com malha resistente, Cor: cinza, Largura: 1,38 m;MT;100;MUNDO DOS COUROS (700773);100; R$ 16,9000 ; R$1.690,00 ;06/05/2020;393;08/05/2020;08/05/2020;11/05/2020;18140;04/06/2020;3;;;;;;TECIDO COURVIM
059/2020;NUAL;29/04/2020;00060-00176883/2020-66;Jefferson;200/2020;1;31635;5;X;X;ETIQUETA AUTOADESIVA, Cor: Vermelho, Tamanho: 2cm x 1cm com os dizeres: ATENÇÃO! MEDICAMENTO DE ALTA VIGILÂNCIA.;UN;25.000;RV GRÁFICA (703134);25.000; R$ 0,0240 ; R$600,00 ;06/05/2020;703;19/05/2020;25/05/2020;27/05/2020;30415;25/06/2020;3;;;;;;ETIQUETA AUTOADESIVA
058/2020;NUAL;29/04/2020;00060-00176730/2020-19;Bruno;201/2020;1;36919;1;X;X;Controle para cama elétrica hospitalar Maquet (ArjoHuntleigh), ENTERPRISE 5000;UN;15;AGIMED (700378);13; R$ 700,0000 ; R$9.100,00 ;12/05/2020;1253;20/07/2020;31/08/2020;01/09/2020;91520;30/09/2020;5;;;;;;CONTROLE PARA CAMA ELETRICA
060/2020;NUAL;04/05/2020;00060-00178848/2020-81;Clayton;202/2020;1;11728;1;X;X;"RODA DE APOIO, Aplicação: Empilhadeira. Informações Complementares(HRG) RODA PNEUMÁTICA COM PNEU 350 X 8"" - 4 LONAS. C/ ROLAMENTO DE ROLETE P/ EIXO 1"" - 25,40 MM. CAPACIDADE DE CARGA DO PNEU - 200 KG. DIAMETRO EXTERNO DA RODA - 380 MM. LARGURA DO CUBO DA RODA - 76 MM";UN;8;FERRAGENS LÍDER GAMA (702713);8; R$ 79,8000 ; R$638,40 ;08/05/2020;1078;11/05/2020;11/05/2020;12/05/2020;32467;29/06/2020;3;não foi paga em 04/06;;;;;Roda de Apoio
128/2020;NFH;04/05/2020;00060-00178725/2020-41;Robson;203/2020;1;90070;4;X;X;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML;FR;20;MAFRA (703141);20; R$ 12,0000 ; R$240,00 ;08/05/2020;331848;11/05/2020;12/05/2020;13/05/2020;17983;04/06/2020;3;;;;;;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML
129/2020;NFH;04/05/2020;00060-00178785/2020-63;Jefferson;204/2020;1;5312;3;X;X;GABAPENTINA CAPSULA 300MG;CS;300;PRÓ SAÚDE (702918);300; R$ 0,6300 ; R$189,00 ;11/05/2020;40855;11/05/2020;12/05/2020;13/05/2020;17920;04/06/2020;3;;;;;;GABAPENTINA CAPSULA 300MG
130/2020;NFH;04/05/2020;00060-00181676/2020-23;Clayton;205/2020;1;25977;3;X;X;FILTRO ANTIBACTERIANO, embalado individualmente para uso em espirômetro, compatível com aparelhos de função pulmonar, marca COSMED, modelo Pony FX;UN;500;ARTWARE (702395);500; R$ 9,8000 ; R$4.900,00 ;06/05/2020;1557;12/05/2020;12/05/2020;13/05/2020;18220;04/06/2020;3;;;;;;FILTRO ANTIBACTERIANO
061/2020;NUAL;05/05/2020;00060-00179860/2020-11;;206/2020;1;22605;1;X;X;"ALMOTOLIA DE 100ML(FOTO PROTECAO); Aplicação (finalidade): para acondicionamento de soluções; Material: polietileno; Tamanho/capacidade: 100 ml; Características: Almotolia âmbar, confeccionada em polietileno atóxico, graduada em alto-relevo, capacidade: 100 ml; cor âmbar, bico reto com tampa. Embalado individualmente em saco plástico selado; Processo de Esterilização: não estéril; Forma de apresentação: embalagem individual; Prazo de Validade: indeterminado; Unidade de estoque: unidade; Código SES: 22605";UN;50;*CANCELADO;;; R$-   ;05/05/2020;;;;;;;3;CANCELADO ZAP ELMA;;;;;ALMOTOLIA DE 100ML
064/2020;NUAL;05/05/2020;00060-00182838/2020-41;Robson;207/2020;1;13923;1;X;X;PASTA TERMICA P/PROCESSADOR 1;UN;24;ECOPRINT (701495);24; R$ 29,0000 ; R$696,00 ;12/05/2020;874;18/05/2020;18/05/2020;27/05/2020;30461;25/06/2020;3;;;;;;PASTA TERMICA P/PROCESSADOR 1
063/2020;NUAL;05/05/2020;00060-00182804/2020-56;Jefferson;208/2020;1;52990;1;X;X;CAPACITADOR ELETROLITICO DE 1000MFX25V 1;UN;200;LARISSA (703011);200; R$ 1,2100 ; R$242,00 ;11/05/2020;993;12/05/2020;13/05/2020;14/05/2020;17962;04/06/2020;3;;;;;;CAPACITOR ELETROLITICO
065/2020;NUAL;05/05/2020;00060-00182890/2020-05;Bruno;209/2020;1;5182;2;X;X;LIMPA CONTATOS FREON 250G;UN;24;LARISSA (703011);24; R$ 8,7600 ; R$210,24 ;12/05/2020;994;12/05/2020;13/05/2020;14/05/2020;17932;04/06/2020;3;DESCRIÇÃO COMPLETA NO SIS TAVA EM BRANCO;;;;;LIMPA CONTATOS
